card_1,card_2,card_1_W,card_1_L,Games Played,card_1_overall_rating,card_1_matchup_rating
Fisherman,Royal Giant,0,0,0,0.567,0.5625
Fisherman,Rune Giant,0,0,0,0.567,0.5625
Fisherman,Suspicious Bush,0,0,0,0.567,0.5625
Fisherman,The Log,0,0,0,0.567,0.5625
Fisherman,Tombstone,0,0,0,0.567,0.5625
Fisherman,Vines,0,1,1,0.567,0.567
Fisherman,Witch,0,0,0,0.567,0.5625
Fisherman,Wizard,0,0,0,0.567,0.5625
Fisherman,X-Bow,0,0,0,0.567,0.5625
Fisherman,Zappies,0,0,0,0.567,0.5625
Flying Machine,Baby Dragon,2,2,4,0.3733,0.5359
Flying Machine,Barbarian Hut,1,3,4,0.3733,0.4097
Flying Machine,Berserker,1,0,1,0.3733,0.576
Flying Machine,Dart Goblin,2,3,5,0.3733,0.4688
Flying Machine,Electro Spirit,5,5,10,0.3733,0.6036
Flying Machine,Electro Wizard,2,2,4,0.3733,0.5359
Flying Machine,Elixir Golem,0,0,0,0.3733,0.5625
Flying Machine,Executioner,0,4,4,0.3733,0.4097
Flying Machine,Fireball,4,6,10,0.3733,0.4317
Flying Machine,Fisherman,0,0,0,0.3733,0.5625
Flying Machine,Furnace,0,0,0,0.3733,0.5625
Flying Machine,Giant,1,1,2,0.3733,0.4861
Flying Machine,Giant Snowball,0,0,0,0.3733,0.5625
Flying Machine,Goblin Barrel,2,4,6,0.3733,0.4027
Flying Machine,Goblin Demolisher,0,2,2,0.3733,0.4861
Flying Machine,Goblin Drill,0,0,0,0.3733,0.5625
Flying Machine,Goblin Giant,0,2,2,0.3733,0.4861
Flying Machine,Goblin Hut,3,8,11,0.3733,0.3412
Flying Machine,Golem,5,4,9,0.3733,0.6438
Flying Machine,Graveyard,2,5,7,0.3733,0.3651
Flying Machine,Hunter,0,0,0,0.3733,0.5625
Flying Machine,Ice Spirit,2,7,9,0.3733,0.3506
Flying Machine,Ice Wizard,0,0,0,0.3733,0.5625
Flying Machine,Inferno Tower,0,0,0,0.3733,0.5625
Flying Machine,Knight,2,9,11,0.3733,0.3412
Flying Machine,Lava Hound,0,0,0,0.3733,0.5625
Flying Machine,Mega Knight,0,0,0,0.3733,0.5625
Flying Machine,Mortar,0,0,0,0.3733,0.5625
Flying Machine,Mother Witch,2,0,2,0.3733,0.625
Flying Machine,Musketeer,5,12,17,0.3733,0.3261
Flying Machine,Night Witch,0,0,0,0.3733,0.5625
Flying Machine,P.E.K.K.A,0,0,0,0.3733,0.5625
Flying Machine,Poison,3,7,10,0.3733,0.3455
Flying Machine,Princess,1,0,1,0.3733,0.576
Flying Machine,Rage,0,0,0,0.3733,0.5625
Flying Machine,Ram Rider,0,2,2,0.3733,0.4861
Flying Machine,Rascals,5,6,11,0.3733,0.4758
Flying Machine,Rocket,1,0,1,0.3733,0.576
Flying Machine,Royal Delivery,1,3,4,0.3733,0.4097
Flying Machine,Royal Giant,2,2,4,0.3733,0.5359
Flying Machine,Rune Giant,0,1,1,0.3733,0.567
Flying Machine,Suspicious Bush,3,1,4,0.3733,0.6891
Flying Machine,The Log,2,8,10,0.3733,0.3455
Flying Machine,Tombstone,5,8,13,0.3733,0.4096
Flying Machine,Vines,3,5,8,0.3733,0.42
Flying Machine,Witch,2,2,4,0.3733,0.5359
Flying Machine,Wizard,1,1,2,0.3733,0.4861
Flying Machine,X-Bow,2,3,5,0.3733,0.4688
Flying Machine,Zappies,0,0,0,0.3733,0.5625
Furnace,Baby Dragon,0,0,0,0.4861,0.5625
Furnace,Barbarian Hut,0,0,0,0.4861,0.5625
Furnace,Berserker,0,0,0,0.4861,0.5625
Furnace,Dart Goblin,0,1,1,0.4861,0.567
Furnace,Electro Spirit,0,0,0,0.4861,0.5625
Furnace,Electro Wizard,0,1,1,0.4861,0.567
Furnace,Elixir Golem,0,0,0,0.4861,0.5625
Furnace,Executioner,0,0,0,0.4861,0.5625
Furnace,Fireball,0,1,1,0.4861,0.567
Furnace,Fisherman,0,0,0,0.4861,0.5625
Furnace,Flying Machine,0,0,0,0.4861,0.5625
Furnace,Giant,0,0,0,0.4861,0.5625
Furnace,Giant Snowball,0,0,0,0.4861,0.5625
Furnace,Goblin Barrel,0,1,1,0.4861,0.567
Furnace,Goblin Demolisher,0,1,1,0.4861,0.567
Furnace,Goblin Drill,0,0,0,0.4861,0.5625
Furnace,Goblin Giant,0,0,0,0.4861,0.5625
Furnace,Goblin Hut,0,0,0,0.4861,0.5625
Furnace,Golem,0,0,0,0.4861,0.5625
Furnace,Graveyard,0,1,1,0.4861,0.567
Furnace,Hunter,0,0,0,0.4861,0.5625
Furnace,Ice Spirit,0,0,0,0.4861,0.5625
Furnace,Ice Wizard,0,0,0,0.4861,0.5625
Furnace,Inferno Tower,0,0,0,0.4861,0.5625
Furnace,Knight,0,2,2,0.4861,0.4861
Furnace,Lava Hound,0,0,0,0.4861,0.5625
Furnace,Mega Knight,0,0,0,0.4861,0.5625
Furnace,Mortar,0,0,0,0.4861,0.5625
Furnace,Mother Witch,0,0,0,0.4861,0.5625
Furnace,Musketeer,0,2,2,0.4861,0.4861
Furnace,Night Witch,0,0,0,0.4861,0.5625
Furnace,P.E.K.K.A,0,0,0,0.4861,0.5625
Furnace,Poison,0,1,1,0.4861,0.567
Furnace,Princess,0,0,0,0.4861,0.5625
Furnace,Rage,0,0,0,0.4861,0.5625
Furnace,Ram Rider,0,0,0,0.4861,0.5625
Furnace,Rascals,0,1,1,0.4861,0.567
Furnace,Rocket,0,0,0,0.4861,0.5625
Furnace,Royal Delivery,0,1,1,0.4861,0.567
Furnace,Royal Giant,0,0,0,0.4861,0.5625
Furnace,Rune Giant,0,0,0,0.4861,0.5625
Furnace,Suspicious Bush,0,0,0,0.4861,0.5625
Furnace,The Log,0,2,2,0.4861,0.4861
Furnace,Tombstone,0,1,1,0.4861,0.567
Furnace,Vines,0,0,0,0.4861,0.5625
Furnace,Witch,0,0,0,0.4861,0.5625
Furnace,Wizard,0,0,0,0.4861,0.5625
Furnace,X-Bow,0,0,0,0.4861,0.5625
Furnace,Zappies,0,0,0,0.4861,0.5625
Giant,Baby Dragon,2,0,2,0.4339,0.625
Giant,Barbarian Hut,1,1,2,0.4339,0.4861
Giant,Berserker,0,0,0,0.4339,0.5625
Giant,Dart Goblin,1,1,2,0.4339,0.4861
Giant,Electro Spirit,1,2,3,0.4339,0.4636
Giant,Electro Wizard,0,1,1,0.4339,0.567
Giant,Elixir Golem,0,0,0,0.4339,0.5625
Giant,Executioner,0,4,4,0.4339,0.4097
Giant,Fireball,2,4,6,0.4339,0.4027
Giant,Fisherman,0,0,0,0.4339,0.5625
Giant,Flying Machine,1,1,2,0.4339,0.4861
Giant,Furnace,0,0,0,0.4339,0.5625
Giant,Giant Snowball,1,0,1,0.4339,0.576
Giant,Goblin Barrel,2,6,8,0.4339,0.357
Giant,Goblin Demolisher,0,2,2,0.4339,0.4861
Giant,Goblin Drill,0,0,0,0.4339,0.5625
Giant,Goblin Giant,0,2,2,0.4339,0.4861
Giant,Goblin Hut,1,3,4,0.4339,0.4097
Giant,Golem,1,3,4,0.4339,0.4097
Giant,Graveyard,3,1,4,0.4339,0.6891
Giant,Hunter,0,0,0,0.4339,0.5625
Giant,Ice Spirit,5,4,9,0.4339,0.6438
Giant,Ice Wizard,0,0,0,0.4339,0.5625
Giant,Inferno Tower,0,0,0,0.4339,0.5625
Giant,Knight,4,4,8,0.4339,0.5882
Giant,Lava Hound,0,2,2,0.4339,0.4861
Giant,Mega Knight,0,0,0,0.4339,0.5625
Giant,Mortar,0,0,0,0.4339,0.5625
Giant,Mother Witch,0,0,0,0.4339,0.5625
Giant,Musketeer,4,7,11,0.4339,0.3966
Giant,Night Witch,0,1,1,0.4339,0.567
Giant,P.E.K.K.A,0,0,0,0.4339,0.5625
Giant,Poison,1,3,4,0.4339,0.4097
Giant,Princess,1,0,1,0.4339,0.576
Giant,Rage,1,1,2,0.4339,0.4861
Giant,Ram Rider,4,3,7,0.4339,0.6375
Giant,Rascals,6,4,10,0.4339,0.6898
Giant,Rocket,0,0,0,0.4339,0.5625
Giant,Royal Delivery,4,3,7,0.4339,0.6375
Giant,Royal Giant,2,0,2,0.4339,0.625
Giant,Rune Giant,0,0,0,0.4339,0.5625
Giant,Suspicious Bush,4,1,5,0.4339,0.7111
Giant,The Log,2,8,10,0.4339,0.3455
Giant,Tombstone,5,7,12,0.4339,0.4402
Giant,Vines,3,4,7,0.4339,0.4714
Giant,Witch,1,2,3,0.4339,0.4636
Giant,Wizard,0,1,1,0.4339,0.567
Giant,X-Bow,1,2,3,0.4339,0.4636
Giant,Zappies,0,0,0,0.4339,0.5625
Giant Snowball,Baby Dragon,0,0,0,0.4392,0.5625
Giant Snowball,Barbarian Hut,0,0,0,0.4392,0.5625
Giant Snowball,Berserker,0,0,0,0.4392,0.5625
Giant Snowball,Dart Goblin,0,1,1,0.4392,0.567
Giant Snowball,Electro Spirit,0,0,0,0.4392,0.5625
Giant Snowball,Electro Wizard,0,0,0,0.4392,0.5625
Giant Snowball,Elixir Golem,0,0,0,0.4392,0.5625
Giant Snowball,Executioner,0,0,0,0.4392,0.5625
Giant Snowball,Fireball,0,2,2,0.4392,0.4861
Giant Snowball,Fisherman,0,0,0,0.4392,0.5625
Giant Snowball,Flying Machine,0,0,0,0.4392,0.5625
Giant Snowball,Furnace,0,0,0,0.4392,0.5625
Giant Snowball,Giant,0,1,1,0.4392,0.567
Giant Snowball,Goblin Barrel,0,1,1,0.4392,0.567
Giant Snowball,Goblin Demolisher,0,0,0,0.4392,0.5625
Giant Snowball,Goblin Drill,0,0,0,0.4392,0.5625
Giant Snowball,Goblin Giant,0,0,0,0.4392,0.5625
Giant Snowball,Goblin Hut,0,1,1,0.4392,0.567
Giant Snowball,Golem,0,0,0,0.4392,0.5625
Giant Snowball,Graveyard,0,1,1,0.4392,0.567
Giant Snowball,Hunter,0,0,0,0.4392,0.5625
Giant Snowball,Ice Spirit,0,1,1,0.4392,0.567
Giant Snowball,Ice Wizard,0,0,0,0.4392,0.5625
Giant Snowball,Inferno Tower,0,0,0,0.4392,0.5625
Giant Snowball,Knight,0,2,2,0.4392,0.4861
Giant Snowball,Lava Hound,0,2,2,0.4392,0.4861
Giant Snowball,Mega Knight,0,0,0,0.4392,0.5625
Giant Snowball,Mortar,0,0,0,0.4392,0.5625
Giant Snowball,Mother Witch,0,0,0,0.4392,0.5625
Giant Snowball,Musketeer,0,2,2,0.4392,0.4861
Giant Snowball,Night Witch,0,0,0,0.4392,0.5625
Giant Snowball,P.E.K.K.A,0,0,0,0.4392,0.5625
Giant Snowball,Poison,0,0,0,0.4392,0.5625
Giant Snowball,Princess,0,0,0,0.4392,0.5625
Giant Snowball,Rage,0,0,0,0.4392,0.5625
Giant Snowball,Ram Rider,0,1,1,0.4392,0.567
Giant Snowball,Rascals,0,0,0,0.4392,0.5625
Giant Snowball,Rocket,0,0,0,0.4392,0.5625
Giant Snowball,Royal Delivery,0,1,1,0.4392,0.567
Giant Snowball,Royal Giant,0,0,0,0.4392,0.5625
Giant Snowball,Rune Giant,0,0,0,0.4392,0.5625
Giant Snowball,Suspicious Bush,0,2,2,0.4392,0.4861
Giant Snowball,The Log,0,2,2,0.4392,0.4861
Giant Snowball,Tombstone,0,3,3,0.4392,0.4392
Giant Snowball,Vines,0,1,1,0.4392,0.567
Giant Snowball,Witch,0,0,0,0.4392,0.5625
Giant Snowball,Wizard,0,0,0,0.4392,0.5625
Giant Snowball,X-Bow,0,0,0,0.4392,0.5625
Giant Snowball,Zappies,0,0,0,0.4392,0.5625
Goblin Barrel,Baby Dragon,4,1,5,0.4573,0.7111
Goblin Barrel,Barbarian Hut,1,4,5,0.4573,0.3898
Goblin Barrel,Berserker,1,1,2,0.4573,0.4861
Goblin Barrel,Dart Goblin,6,3,9,0.4573,0.7385
Goblin Barrel,Electro Spirit,5,4,9,0.4573,0.6438
Goblin Barrel,Electro Wizard,3,2,5,0.4573,0.6321
Goblin Barrel,Elixir Golem,0,0,0,0.4573,0.5625
Goblin Barrel,Executioner,0,1,1,0.4573,0.567
Goblin Barrel,Fireball,6,7,13,0.4573,0.4777
Goblin Barrel,Fisherman,0,0,0,0.4573,0.5625
Goblin Barrel,Flying Machine,4,2,6,0.4573,0.702
Goblin Barrel,Furnace,1,0,1,0.4573,0.576
Goblin Barrel,Giant,6,2,8,0.4573,0.7562
Goblin Barrel,Giant Snowball,1,0,1,0.4573,0.576
Goblin Barrel,Goblin Demolisher,0,2,2,0.4573,0.4861
Goblin Barrel,Goblin Drill,1,0,1,0.4573,0.576
Goblin Barrel,Goblin Giant,0,0,0,0.4573,0.5625
Goblin Barrel,Goblin Hut,7,9,16,0.4573,0.4519
Goblin Barrel,Golem,3,3,6,0.4573,0.567
Goblin Barrel,Graveyard,0,2,2,0.4573,0.4861
Goblin Barrel,Hunter,0,0,0,0.4573,0.5625
Goblin Barrel,Ice Spirit,1,6,7,0.4573,0.3651
Goblin Barrel,Ice Wizard,0,0,0,0.4573,0.5625
Goblin Barrel,Inferno Tower,0,0,0,0.4573,0.5625
Goblin Barrel,Knight,8,9,17,0.4573,0.4808
Goblin Barrel,Lava Hound,1,2,3,0.4573,0.4636
Goblin Barrel,Mega Knight,1,1,2,0.4573,0.4861
Goblin Barrel,Mortar,0,0,0,0.4573,0.5625
Goblin Barrel,Mother Witch,0,1,1,0.4573,0.567
Goblin Barrel,Musketeer,4,15,19,0.4573,0.3232
Goblin Barrel,Night Witch,1,1,2,0.4573,0.4861
Goblin Barrel,P.E.K.K.A,0,1,1,0.4573,0.567
Goblin Barrel,Poison,4,8,12,0.4573,0.3669
Goblin Barrel,Princess,1,0,1,0.4573,0.576
Goblin Barrel,Rage,4,1,5,0.4573,0.7111
Goblin Barrel,Ram Rider,6,7,13,0.4573,0.4777
Goblin Barrel,Rascals,3,6,9,0.4573,0.379
Goblin Barrel,Rocket,1,0,1,0.4573,0.576
Goblin Barrel,Royal Delivery,3,3,6,0.4573,0.567
Goblin Barrel,Royal Giant,3,2,5,0.4573,0.6321
Goblin Barrel,Rune Giant,1,0,1,0.4573,0.576
Goblin Barrel,Suspicious Bush,8,4,12,0.4573,0.7617
Goblin Barrel,The Log,3,11,14,0.4573,0.332
Goblin Barrel,Tombstone,5,7,12,0.4573,0.4402
Goblin Barrel,Vines,3,5,8,0.4573,0.42
Goblin Barrel,Witch,0,1,1,0.4573,0.567
Goblin Barrel,Wizard,0,0,0,0.4573,0.5625
Goblin Barrel,X-Bow,2,2,4,0.4573,0.5359
Goblin Barrel,Zappies,0,0,0,0.4573,0.5625
Goblin Demolisher,Baby Dragon,3,1,4,0.7387,0.6891
Goblin Demolisher,Barbarian Hut,0,2,2,0.7387,0.4861
Goblin Demolisher,Berserker,1,1,2,0.7387,0.4861
Goblin Demolisher,Dart Goblin,1,1,2,0.7387,0.4861
Goblin Demolisher,Electro Spirit,2,1,3,0.7387,0.6367
Goblin Demolisher,Electro Wizard,0,0,0,0.7387,0.5625
Goblin Demolisher,Elixir Golem,0,0,0,0.7387,0.5625
Goblin Demolisher,Executioner,0,0,0,0.7387,0.5625
Goblin Demolisher,Fireball,1,0,1,0.7387,0.576
Goblin Demolisher,Fisherman,0,0,0,0.7387,0.5625
Goblin Demolisher,Flying Machine,2,0,2,0.7387,0.625
Goblin Demolisher,Furnace,1,0,1,0.7387,0.576
Goblin Demolisher,Giant,2,0,2,0.7387,0.625
Goblin Demolisher,Giant Snowball,0,0,0,0.7387,0.5625
Goblin Demolisher,Goblin Barrel,2,0,2,0.7387,0.625
Goblin Demolisher,Goblin Drill,0,0,0,0.7387,0.5625
Goblin Demolisher,Goblin Giant,1,0,1,0.7387,0.576
Goblin Demolisher,Goblin Hut,2,0,2,0.7387,0.625
Goblin Demolisher,Golem,0,0,0,0.7387,0.5625
Goblin Demolisher,Graveyard,2,1,3,0.7387,0.6367
Goblin Demolisher,Hunter,0,0,0,0.7387,0.5625
Goblin Demolisher,Ice Spirit,2,0,2,0.7387,0.625
Goblin Demolisher,Ice Wizard,0,0,0,0.7387,0.5625
Goblin Demolisher,Inferno Tower,0,0,0,0.7387,0.5625
Goblin Demolisher,Knight,2,1,3,0.7387,0.6367
Goblin Demolisher,Lava Hound,0,1,1,0.7387,0.567
Goblin Demolisher,Mega Knight,0,0,0,0.7387,0.5625
Goblin Demolisher,Mortar,0,0,0,0.7387,0.5625
Goblin Demolisher,Mother Witch,1,0,1,0.7387,0.576
Goblin Demolisher,Musketeer,4,2,6,0.7387,0.702
Goblin Demolisher,Night Witch,0,1,1,0.7387,0.567
Goblin Demolisher,P.E.K.K.A,0,0,0,0.7387,0.5625
Goblin Demolisher,Poison,2,3,5,0.7387,0.4688
Goblin Demolisher,Princess,0,0,0,0.7387,0.5625
Goblin Demolisher,Rage,0,1,1,0.7387,0.567
Goblin Demolisher,Ram Rider,1,1,2,0.7387,0.4861
Goblin Demolisher,Rascals,1,0,1,0.7387,0.576
Goblin Demolisher,Rocket,1,0,1,0.7387,0.576
Goblin Demolisher,Royal Delivery,1,0,1,0.7387,0.576
Goblin Demolisher,Royal Giant,1,1,2,0.7387,0.4861
Goblin Demolisher,Rune Giant,0,0,0,0.7387,0.5625
Goblin Demolisher,Suspicious Bush,2,1,3,0.7387,0.6367
Goblin Demolisher,The Log,3,1,4,0.7387,0.6891
Goblin Demolisher,Tombstone,3,2,5,0.7387,0.6321
Goblin Demolisher,Vines,3,2,5,0.7387,0.6321
Goblin Demolisher,Witch,0,0,0,0.7387,0.5625
Goblin Demolisher,Wizard,0,0,0,0.7387,0.5625
Goblin Demolisher,X-Bow,1,0,1,0.7387,0.576
Goblin Demolisher,Zappies,0,0,0,0.7387,0.5625
Goblin Drill,Baby Dragon,0,0,0,0.567,0.5625
Goblin Drill,Barbarian Hut,0,1,1,0.567,0.567
Goblin Drill,Berserker,0,0,0,0.567,0.5625
Goblin Drill,Dart Goblin,0,0,0,0.567,0.5625
Goblin Drill,Electro Spirit,0,0,0,0.567,0.5625
Goblin Drill,Electro Wizard,0,0,0,0.567,0.5625
Goblin Drill,Elixir Golem,0,0,0,0.567,0.5625
Goblin Drill,Executioner,0,0,0,0.567,0.5625
Goblin Drill,Fireball,0,0,0,0.567,0.5625
Goblin Drill,Fisherman,0,0,0,0.567,0.5625
Goblin Drill,Flying Machine,0,0,0,0.567,0.5625
Goblin Drill,Furnace,0,0,0,0.567,0.5625
Goblin Drill,Giant,0,0,0,0.567,0.5625
Goblin Drill,Giant Snowball,0,0,0,0.567,0.5625
Goblin Drill,Goblin Barrel,0,1,1,0.567,0.567
Goblin Drill,Goblin Demolisher,0,0,0,0.567,0.5625
Goblin Drill,Goblin Giant,0,0,0,0.567,0.5625
Goblin Drill,Goblin Hut,0,0,0,0.567,0.5625
Goblin Drill,Golem,0,1,1,0.567,0.567
Goblin Drill,Graveyard,0,0,0,0.567,0.5625
Goblin Drill,Hunter,0,0,0,0.567,0.5625
Goblin Drill,Ice Spirit,0,1,1,0.567,0.567
Goblin Drill,Ice Wizard,0,0,0,0.567,0.5625
Goblin Drill,Inferno Tower,0,0,0,0.567,0.5625
Goblin Drill,Knight,0,0,0,0.567,0.5625
Goblin Drill,Lava Hound,0,0,0,0.567,0.5625
Goblin Drill,Mega Knight,0,0,0,0.567,0.5625
Goblin Drill,Mortar,0,0,0,0.567,0.5625
Goblin Drill,Mother Witch,0,0,0,0.567,0.5625
Goblin Drill,Musketeer,0,1,1,0.567,0.567
Goblin Drill,Night Witch,0,0,0,0.567,0.5625
Goblin Drill,P.E.K.K.A,0,0,0,0.567,0.5625
Goblin Drill,Poison,0,0,0,0.567,0.5625
Goblin Drill,Princess,0,0,0,0.567,0.5625
Goblin Drill,Rage,0,0,0,0.567,0.5625
Goblin Drill,Ram Rider,0,1,1,0.567,0.567
Goblin Drill,Rascals,0,0,0,0.567,0.5625
Goblin Drill,Rocket,0,0,0,0.567,0.5625
Goblin Drill,Royal Delivery,0,1,1,0.567,0.567
Goblin Drill,Royal Giant,0,0,0,0.567,0.5625
Goblin Drill,Rune Giant,0,0,0,0.567,0.5625
Goblin Drill,Suspicious Bush,0,0,0,0.567,0.5625
Goblin Drill,The Log,0,1,1,0.567,0.567
Goblin Drill,Tombstone,0,0,0,0.567,0.5625
Goblin Drill,Vines,0,0,0,0.567,0.5625
Goblin Drill,Witch,0,0,0,0.567,0.5625
Goblin Drill,Wizard,0,0,0,0.567,0.5625
Goblin Drill,X-Bow,0,0,0,0.567,0.5625
Goblin Drill,Zappies,0,0,0,0.567,0.5625
Goblin Giant,Baby Dragon,2,0,2,0.637,0.625
Goblin Giant,Barbarian Hut,0,0,0,0.637,0.5625
Goblin Giant,Berserker,0,0,0,0.637,0.5625
Goblin Giant,Dart Goblin,2,0,2,0.637,0.625
Goblin Giant,Electro Spirit,2,0,2,0.637,0.625
Goblin Giant,Electro Wizard,0,0,0,0.637,0.5625
Goblin Giant,Elixir Golem,0,0,0,0.637,0.5625
Goblin Giant,Executioner,0,0,0,0.637,0.5625
Goblin Giant,Fireball,0,1,1,0.637,0.567
Goblin Giant,Fisherman,0,0,0,0.637,0.5625
Goblin Giant,Flying Machine,2,0,2,0.637,0.625
Goblin Giant,Furnace,0,0,0,0.637,0.5625
Goblin Giant,Giant,2,0,2,0.637,0.625
Goblin Giant,Giant Snowball,0,0,0,0.637,0.5625
Goblin Giant,Goblin Barrel,0,0,0,0.637,0.5625
Goblin Giant,Goblin Demolisher,0,1,1,0.637,0.567
Goblin Giant,Goblin Drill,0,0,0,0.637,0.5625
Goblin Giant,Goblin Hut,0,0,0,0.637,0.5625
Goblin Giant,Golem,0,0,0,0.637,0.5625
Goblin Giant,Graveyard,0,1,1,0.637,0.567
Goblin Giant,Hunter,0,0,0,0.637,0.5625
Goblin Giant,Ice Spirit,0,0,0,0.637,0.5625
Goblin Giant,Ice Wizard,0,0,0,0.637,0.5625
Goblin Giant,Inferno Tower,0,0,0,0.637,0.5625
Goblin Giant,Knight,2,1,3,0.637,0.6367
Goblin Giant,Lava Hound,0,0,0,0.637,0.5625
Goblin Giant,Mega Knight,0,0,0,0.637,0.5625
Goblin Giant,Mortar,0,0,0,0.637,0.5625
Goblin Giant,Mother Witch,0,0,0,0.637,0.5625
Goblin Giant,Musketeer,0,1,1,0.637,0.567
Goblin Giant,Night Witch,0,0,0,0.637,0.5625
Goblin Giant,P.E.K.K.A,0,0,0,0.637,0.5625
Goblin Giant,Poison,2,0,2,0.637,0.625
Goblin Giant,Princess,0,0,0,0.637,0.5625
Goblin Giant,Rage,0,0,0,0.637,0.5625
Goblin Giant,Ram Rider,0,0,0,0.637,0.5625
Goblin Giant,Rascals,0,1,1,0.637,0.567
Goblin Giant,Rocket,0,0,0,0.637,0.5625
Goblin Giant,Royal Delivery,0,1,1,0.637,0.567
Goblin Giant,Royal Giant,0,0,0,0.637,0.5625
Goblin Giant,Rune Giant,0,0,0,0.637,0.5625
Goblin Giant,Suspicious Bush,0,0,0,0.637,0.5625
Goblin Giant,The Log,2,1,3,0.637,0.6367
Goblin Giant,Tombstone,0,0,0,0.637,0.5625
Goblin Giant,Vines,0,0,0,0.637,0.5625
Goblin Giant,Witch,0,0,0,0.637,0.5625
Goblin Giant,Wizard,0,0,0,0.637,0.5625
Goblin Giant,X-Bow,0,0,0,0.637,0.5625
Goblin Giant,Zappies,0,0,0,0.637,0.5625
Goblin Hut,Baby Dragon,8,4,12,0.7505,0.7617
Goblin Hut,Barbarian Hut,3,3,6,0.7505,0.567
Goblin Hut,Berserker,5,0,5,0.7505,0.7111
Goblin Hut,Dart Goblin,7,2,9,0.7505,0.7669
Goblin Hut,Electro Spirit,6,2,8,0.7505,0.7562
Goblin Hut,Electro Wizard,2,3,5,0.7505,0.4688
Goblin Hut,Elixir Golem,1,0,1,0.7505,0.576
Goblin Hut,Executioner,0,3,3,0.7505,0.4392
Goblin Hut,Fireball,8,5,13,0.7505,0.7223
Goblin Hut,Fisherman,1,0,1,0.7505,0.576
Goblin Hut,Flying Machine,8,3,11,0.7505,0.784
Goblin Hut,Furnace,0,0,0,0.7505,0.5625
Goblin Hut,Giant,3,1,4,0.7505,0.6891
Goblin Hut,Giant Snowball,1,0,1,0.7505,0.576
Goblin Hut,Goblin Barrel,9,7,16,0.7505,0.6882
Goblin Hut,Goblin Demolisher,0,2,2,0.7505,0.4861
Goblin Hut,Goblin Drill,0,0,0,0.7505,0.5625
Goblin Hut,Goblin Giant,0,0,0,0.7505,0.5625
Goblin Hut,Golem,3,2,5,0.7505,0.6321
Goblin Hut,Graveyard,6,7,13,0.7505,0.4777
Goblin Hut,Hunter,0,0,0,0.7505,0.5625
Goblin Hut,Ice Spirit,11,9,20,0.7505,0.6888
Goblin Hut,Ice Wizard,1,0,1,0.7505,0.576
Goblin Hut,Inferno Tower,0,0,0,0.7505,0.5625
Goblin Hut,Knight,9,6,15,0.7505,0.718
Goblin Hut,Lava Hound,1,3,4,0.7505,0.4097
Goblin Hut,Mega Knight,0,2,2,0.7505,0.4861
Goblin Hut,Mortar,0,0,0,0.7505,0.5625
Goblin Hut,Mother Witch,2,0,2,0.7505,0.625
Goblin Hut,Musketeer,8,9,17,0.7505,0.4808
Goblin Hut,Night Witch,0,3,3,0.7505,0.4392
Goblin Hut,P.E.K.K.A,2,0,2,0.7505,0.625
Goblin Hut,Poison,11,7,18,0.7505,0.739
Goblin Hut,Princess,1,0,1,0.7505,0.576
Goblin Hut,Rage,1,2,3,0.7505,0.4636
Goblin Hut,Ram Rider,4,3,7,0.7505,0.6375
Goblin Hut,Rascals,7,6,13,0.7505,0.6541
Goblin Hut,Rocket,0,0,0,0.7505,0.5625
Goblin Hut,Royal Delivery,5,2,7,0.7505,0.7438
Goblin Hut,Royal Giant,3,0,3,0.7505,0.6612
Goblin Hut,Rune Giant,3,2,5,0.7505,0.6321
Goblin Hut,Suspicious Bush,11,6,17,0.7505,0.7683
Goblin Hut,The Log,11,10,21,0.7505,0.6671
Goblin Hut,Tombstone,11,13,24,0.7505,0.4654
Goblin Hut,Vines,8,6,14,0.7505,0.6881
Goblin Hut,Witch,6,3,9,0.7505,0.7385
Goblin Hut,Wizard,1,0,1,0.7505,0.576
Goblin Hut,X-Bow,4,0,4,0.7505,0.6891
Goblin Hut,Zappies,0,0,0,0.7505,0.5625
Golem,Baby Dragon,2,4,6,0.4781,0.4027
Golem,Barbarian Hut,0,2,2,0.4781,0.4861
Golem,Berserker,2,0,2,0.4781,0.625
Golem,Dart Goblin,2,0,2,0.4781,0.625
Golem,Electro Spirit,1,3,4,0.4781,0.4097
Golem,Electro Wizard,1,1,2,0.4781,0.4861
Golem,Elixir Golem,0,0,0,0.4781,0.5625
Golem,Executioner,0,1,1,0.4781,0.567
Golem,Fireball,5,0,5,0.4781,0.7111
Golem,Fisherman,0,0,0,0.4781,0.5625
Golem,Flying Machine,4,5,9,0.4781,0.4737
Golem,Furnace,0,0,0,0.4781,0.5625
Golem,Giant,3,1,4,0.4781,0.6891
Golem,Giant Snowball,0,0,0,0.4781,0.5625
Golem,Goblin Barrel,3,3,6,0.4781,0.567
Golem,Goblin Demolisher,0,0,0,0.4781,0.5625
Golem,Goblin Drill,1,0,1,0.4781,0.576
Golem,Goblin Giant,0,0,0,0.4781,0.5625
Golem,Goblin Hut,2,3,5,0.4781,0.4688
Golem,Graveyard,0,3,3,0.4781,0.4392
Golem,Hunter,0,0,0,0.4781,0.5625
Golem,Ice Spirit,2,3,5,0.4781,0.4688
Golem,Ice Wizard,0,0,0,0.4781,0.5625
Golem,Inferno Tower,0,0,0,0.4781,0.5625
Golem,Knight,4,5,9,0.4781,0.4737
Golem,Lava Hound,1,0,1,0.4781,0.576
