game_mode,timestamp,1st_pick,2nd_pick,winner,loser,Baby Dragon_W,Barbarian Hut_W,Berserker_W,Dart Goblin_W,Electro Spirit_W,Electro Wizard_W,Elixir Golem_W,Executioner_W,Fireball_W,Fisherman_W,Flying Machine_W,Furnace_W,Giant_W,Giant Snowball_W,Goblin Barrel_W,Goblin Demolisher_W,Goblin Drill_W,Goblin Giant_W,Goblin Hut_W,Golem_W,Graveyard_W,Hunter_W,Ice Spirit_W,Ice Wizard_W,Inferno Tower_W,Knight_W,Lava Hound_W,Mega Knight_W,Mortar_W,Mother Witch_W,Musketeer_W,Night Witch_W,P.E.K.K.A_W,Poison_W,Princess_W,Rage_W,Ram Rider_W,Rascals_W,Rocket_W,Royal Delivery_W,Royal Giant_W,Rune Giant_W,Suspicious Bush_W,The Log_W,Tombstone_W,Vines_W,Witch_W,Wizard_W,X-Bow_W,Zappies_W,Baby Dragon_L,Barbarian Hut_L,Berserker_L,Dart Goblin_L,Electro Spirit_L,Electro Wizard_L,Elixir Golem_L,Executioner_L,Fireball_L,Fisherman_L,Flying Machine_L,Furnace_L,Giant_L,Giant Snowball_L,Goblin Barrel_L,Goblin Demolisher_L,Goblin Drill_L,Goblin Giant_L,Goblin Hut_L,Golem_L,Graveyard_L,Hunter_L,Ice Spirit_L,Ice Wizard_L,Inferno Tower_L,Knight_L,Lava Hound_L,Mega Knight_L,Mortar_L,Mother Witch_L,Musketeer_L,Night Witch_L,P.E.K.K.A_L,Poison_L,Princess_L,Rage_L,Ram Rider_L,Rascals_L,Rocket_L,Royal Delivery_L,Royal Giant_L,Rune Giant_L,Suspicious Bush_L,The Log_L,Tombstone_L,Vines_L,Witch_L,Wizard_L,X-Bow_L,Zappies_L,Baby Dragon_BANNED,Barbarian Hut_BANNED,Berserker_BANNED,Dart Goblin_BANNED,Electro Spirit_BANNED,Electro Wizard_BANNED,Elixir Golem_BANNED,Executioner_BANNED,Fireball_BANNED,Fisherman_BANNED,Flying Machine_BANNED,Furnace_BANNED,Giant_BANNED,Giant Snowball_BANNED,Goblin Barrel_BANNED,Goblin Demolisher_BANNED,Goblin Drill_BANNED,Goblin Giant_BANNED,Goblin Hut_BANNED,Golem_BANNED,Graveyard_BANNED,Hunter_BANNED,Ice Spirit_BANNED,Ice Wizard_BANNED,Inferno Tower_BANNED,Knight_BANNED,Lava Hound_BANNED,Mega Knight_BANNED,Mortar_BANNED,Mother Witch_BANNED,Musketeer_BANNED,Night Witch_BANNED,P.E.K.K.A_BANNED,Poison_BANNED,Princess_BANNED,Rage_BANNED,Ram Rider_BANNED,Rascals_BANNED,Rocket_BANNED,Royal Delivery_BANNED,Royal Giant_BANNED,Rune Giant_BANNED,Suspicious Bush_BANNED,The Log_BANNED,Tombstone_BANNED,Vines_BANNED,Witch_BANNED,Wizard_BANNED,X-Bow_BANNED,Zappies_BANNED,Modifier_1_W,Modifier_2_W,Modifier_3_W,Modifier_4_W,Modifier_5_W,Modifier_1_L,Modifier_2_L,Modifier_3_L,Modifier_4_L,Modifier_5_L
Normal Draft,2026-03-17T22:45:27Z,Laurent,Andrew,Laurent,Andrew,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,R,0,0,0,-1,0,0,R,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Normal Draft,2026-03-17T22:53:43Z,Kevin,Laurent,Kevin,Laurent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,-1,0,0,R,R,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Knight3,Wizard2,Poison2,BlowdartGoblin1,,ElectroSpirit3,Graveyard2,DartBarrell2,Giant1,
AI Draft,2026-03-17T22:58:42Z,Laurent,Kevin,Kevin,Laurent,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,R,0,-1,0,0,0,R,0,0,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Giant3,Tombstone2,GoblinHut2,SuspiciousBush1,,IceSpirits3,Musketeer2,Witch2,Snowball1,
AI Draft,2026-03-17T23:03:53Z,Kevin,Laurent,Laurent,Kevin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,R,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,RoyalDelivery3,Golem2,Log1,GoblinBarrel1,,Giant3,GoblinDrill2,Rage1,SuspiciousBush1,
AI Draft,2026-03-17T23:09:55Z,Laurent,Kevin,Laurent,Kevin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,-1,0,0,0,R,0,-1,0,0,0,R,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,Knight3,RamRider2,GoblinHut2,RoyalDelivery2,,Witch3,GiantBuffer3,IceSpirits2,Fireball1,
AI Draft,2026-03-17T23:16:01Z,Kevin,Laurent,Kevin,Laurent,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,R,0,0,0,R,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,Knight3,GoblinHut2,BlowdartGoblin1,Fireball1,,DartBarrell3,Vines2,RoyalDelivery1,Rascals1,
AI Draft,2026-03-18T05:17:24Z,Kevin,Andrew,Andrew,Kevin,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,0,-1,0,0,0,0,0,0,R,R,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Log3,BarbarianHut2,BlowdartGoblin2,Vines1,,Musketeer3,Fireball2,Tombstone2,IceSpirits1,
AI Draft,2026-03-18T05:24:25Z,Andrew,Kevin,Andrew,Kevin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,R,0,1,0,0,0,0,0,0,0,R,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,Giant3,GoblinHut2,Princess1,Musketeer1,,RamRider3,SuspiciousBush2,Golem2,Knight1,
AI Draft,2026-03-18T05:32:39Z,Kevin,Andrew,Kevin,Andrew,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,R,0,0,0,0,0,0,0,0,0,1,0,0,R,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Vines3,Tombstone2,Musketeer1,IceSpirits1,Log1,InfernoTower3,GoblinBarrel2,Giant1,RoyalDelivery2,SuspiciousBush1
AI Draft,2026-03-18T05:41:54Z,Kevin,Andrew,Kevin,Andrew,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,R,0,0,R,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LavaHound3,Vines3,Golem2,RamRider1,,IceSpirits3,GiantBuffer3,RoyalDelivery2,ElectroWizard1,
AI Draft,2026-03-18T05:52:17Z,Laurent,Brooks,Brooks,Laurent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,R,0,0,0,0,Knight3,SuspiciousBush2,Musketeer2,Fireball1,,GoblinHut2,IceSpirits2,ElectroWizard2,Snowball1,
AI Draft,2026-03-18T05:52:53Z,Kevin,Andrew,Kevin,Andrew,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,R,0,0,0,R,0,1,0,0,0,0,0,0,R,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Princess3,Vines3,Knight1,Fireball1,GoblinHut1,Log3,SuspiciousBush2,Witch1,Fisherman1,Tombstone1
AI Draft,2026-03-18T05:58:51Z,Brooks,Andrew,Brooks,Andrew,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,R,0,0,0,-1,0,0,0,R,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
AI Draft,2026-03-18T06:06:50Z,Brooks,Andrew,Andrew,Brooks,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,R,0,0,0,1,0,0,0,0,R,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GoblinBarrel3,Fireball3,SuspiciousBush1,Log1,,RoyalDelivery3,Musketeer2,Knight1,Giant1,
AI Draft,2026-03-18T06:13:07Z,Brooks,Andrew,Andrew,Brooks,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,R,0,0,R,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
AI Draft,2026-03-18T06:29:56Z,Kevin,Andrew,Kevin,Andrew,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,R,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,,,,,,,,,,
AI Draft,2026-03-18T06:29:56Z,Kevin,Andrew,Kevin,Andrew,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,R,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,,,,,,,,,,
AI Draft,2026-03-18T06:35:16Z,Kevin,Andrew,Kevin,Andrew,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,R,0,0,R,R,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
AI Draft,2026-03-18T07:01:39Z,Brooks,Andrew,Andrew,Brooks,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,R,0,0,0,-1,0,0,R,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Knight3,SuspiciousBush2,LavaHound2,AxeMan2,Vines1,MegaKnight3,RoyalDelivery2,DarkWitch2,ElectroWizard2,Tombstone1
AI Draft,2026-03-18T07:07:05Z,Brooks,Andrew,Andrew,Brooks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R,0,0,0,0,RamRider2,Poison3,BlowdartGoblin1,Rage1,,MegaKnight2,GoblinDemolisher3,GoblinHut1,GoblinBarrel1,
AI Draft,2026-03-18T07:12:08Z,Andrew,Brooks,Brooks,Andrew,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,R,-1,0,0,0,0,0,1,0,0,0,R,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fireball3,Musketeer2,MegaKnight1,GoblinBarrel1,,LavaHound3,RamRider2,Knight1,ElectroWizard1,
AI Draft,2026-03-19T00:16:22Z,Alex,Brooks,Brooks,Alex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,R,0,0,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SuspiciousBush3,Vines2,BabyDragon2,GoblinHut1,,BlowdartGoblin3,Fireball2,RamRider2,LavaHound1,
Normal Draft,2026-03-19T00:28:07Z,Brooks,Andrew,Brooks,Andrew,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,R,0,0,0,R,0,0,0,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,RoyalDelivery3,GoblinHut2,GoblinGiant1,Fireball1,,Poison3,DartBarrell2,BabyDragon1,Knight1,
Normal Draft,2026-03-19T00:29:54Z,Brooks,Andrew,Brooks,Andrew,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,R,0,0,0,R,0,0,0,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,RoyalDelivery3,GoblinHut2,GoblinGiant1,Fireball1,,Poison3,DartBarrell2,BabyDragon1,Knight1,
